productId,entityCode,financialInstitutionCode,serviceCode,transactionValue,vatValue,ticketId,entityUrl,userType,referenceNumber1,referenceNumber2,referenceNumber3,soliciteDate,paymentDescription,identificationType,identificationNumber,fullName,cellphoneNumber,address,email,beneficiaryEntityIdentificationType,beneficiaryEntityIdentification,beneficiaryEntityName,beneficiaryEntityCIIUCategory,beneficiaryIdentificationType,beneficiaryIdentification,indicator4per1000,entityType,entityCodeTr,entityNit,entityEANCode,modalityPayments,typeVinculation,entityName,economicActivity,codeEconomicActivity,clientRegistry,parameterPOST,entityDirection,entityCountry,entityCity,transactionCalendar,transactionRestrictionCalendar,transactionCredit,entityPerformanceMonitoring,entityEnabled,consumerBankList,entityNF,directColection,entityGateway,entityUseGateway,associatedGateway,entitySocialSecurity,administratorSocialSecurity,directSpins,changeTransactionState,entitySusceptibleReversal,entityListBank,serviceCodeTr,serviceName,serviceDescription,serviceAprobation,serviceState,serviceSucursal,serviceNIT,serviceNameAssociate,serviceCategoryCIIU,serviceMulticredit,serviceCodeMulticredit,serviceNameMulticredit,serviceDescriptionMulticredit,serviceAprobationMulticredit,serviceStateMulticredit,serviceTypeIntegration,serviceAssociateGateway,serviceLimitCategoryNatural,serviceLimitCategoryJuridic,serviceTypePayment,serviceTypeCollection,accountNumber,accountType,accountFinancialInstitution,accountNIT,accountAprobation,accountState,typeCompensation,codeRouteTransit,codeCompensation,percentageUseLimits,financialInstitutionEnabled,financialInstitutionCollecting,financialInstitutionWSFraudPrevention,financialInstitutionHold,financialInstitutionWSCredit,financialInstitutionWSNF,financialInstitutionReport,financialInstitutionMonthlyReport,serviceCode,companyIdentification,transactionValue,vatValue,extraData,serviceCode,companyIdentification,transactionValue,vatValue,extraData,comentario
"""{{id}}""","""1244""","""67890""","""124""",100.50,19.05,987654321,"""http://example.com""","""PERSON""","""ref123""","""ref456""","""ref789""","""2024-12-10T12:00:00Z""","""Payment for services""","""CC""","""ABC123456""","""John Doe""",123456789,"""123 Main St""","""john.doe@example.com""","""CC""","""987654321""","""Beneficiary Corp""","""C1234""","""NIT""","""NID98765432199""",1,"""PRIVADA""","""1244""","""11111111""","""123456789""","""NORMAL""","""PSE_DESARROLLO_PROPIO""","""Entity Name""","""retail""","""E1234""",true,false,"""North""","""Country""","""City""","""2023-07-26T12:00:00Z""","""2023-07-27T12:00:00Z""",true,false,false,true,false,null,false,true,"""gateway123""",false,true,false,true,false,"""bank123""","""124""","""Service Name""","""Service Description""","""si""","""ACTIVO""","""Main""","""NIT987654321""","""Associate Name""","""CIIU1234""",true,"""123""","""Multi Credit Name""","""Multi Credit Description""","""SI""","""ACTIVO""","""Integration Type""","""Associated Gateway""","""Category Natural""","""Category Juridic""","""RECAUDOS""","""RECAUDOS""","""ACC123456789""","""AHORROS""","""Bank Name""","""NIT654321987""","""SI""","""ACTIVO""","""LINEA_ACH""",123,"""CC123""",""" """,true,true,false,"""Hold Info""",true,false,true,true,"""124""","""8888888""",100,100,"""DATA1""","""124""","""8888889""",101,100,"""DATA2""",directColection-enviar nulo
"""{{id}}""","""1244""","""67890""","""124""",100.50,19.05,987654321,"""http://example.com""","""PERSON""","""ref123""","""ref456""","""ref789""","""2024-12-10T12:00:00Z""","""Payment for services""","""CC""","""ABC123456""","""John Doe""",123456789,"""123 Main St""","""john.doe@example.com""","""CC""","""987654321""","""Beneficiary Corp""","""C1234""","""NIT""","""NID98765432199""",1,"""PRIVADA""","""1244""","""11111111""","""123456789""","""NORMAL""","""PSE_DESARROLLO_PROPIO""","""Entity Name""","""retail""","""E1234""",true,false,"""North""","""Country""","""City""","""2023-07-26T12:00:00Z""","""2023-07-27T12:00:00Z""",true,false,false,true,false,true,,true,"""gateway123""",false,true,false,true,false,"""bank123""","""124""","""Service Name""","""Service Description""","""si""","""ACTIVO""","""Main""","""NIT987654321""","""Associate Name""","""CIIU1234""",true,"""123""","""Multi Credit Name""","""Multi Credit Description""","""SI""","""ACTIVO""","""Integration Type""","""Associated Gateway""","""Category Natural""","""Category Juridic""","""RECAUDOS""","""RECAUDOS""","""ACC123456789""","""AHORROS""","""Bank Name""","""NIT654321987""","""SI""","""ACTIVO""","""LINEA_ACH""",123,"""CC123""",""" """,true,true,false,"""Hold Info""",true,false,true,true,"""124""","""8888888""",100,100,"""DATA1""","""124""","""8888889""",101,100,"""DATA2""",entityGateway-enviarlo vacio
"""{{id}}""","""1244""","""67890""","""124""",100.50,19.05,987654321,"""http://example.com""","""PERSON""","""ref123""","""ref456""","""ref789""","""2024-12-10T12:00:00Z""","""Payment for services""","""CC""","""ABC123456""","""John Doe""",123456789,"""123 Main St""","""john.doe@example.com""","""CC""","""987654321""","""Beneficiary Corp""","""C1234""","""NIT""","""NID98765432199""",1,"""PRIVADA""","""1244""","""11111111""","""123456789""","""NORMAL""","""PSE_DESARROLLO_PROPIO""","""Entity Name""","""retail""","""E1234""",true,false,"""North""","""Country""","""City""","""2023-07-26T12:00:00Z""","""2023-07-27T12:00:00Z""",true,false,false,true,false,true,null,true,"""gateway123""",false,true,false,true,false,"""bank123""","""124""","""Service Name""","""Service Description""","""si""","""ACTIVO""","""Main""","""NIT987654321""","""Associate Name""","""CIIU1234""",true,"""123""","""Multi Credit Name""","""Multi Credit Description""","""SI""","""ACTIVO""","""Integration Type""","""Associated Gateway""","""Category Natural""","""Category Juridic""","""RECAUDOS""","""RECAUDOS""","""ACC123456789""","""AHORROS""","""Bank Name""","""NIT654321987""","""SI""","""ACTIVO""","""LINEA_ACH""",123,"""CC123""",""" """,true,true,false,"""Hold Info""",true,false,true,true,"""124""","""8888888""",100,100,"""DATA1""","""124""","""8888889""",101,100,"""DATA2""",entityGateway-enviar nulo
"""{{id}}""","""1244""","""67890""","""124""",100.50,19.05,987654321,"""http://example.com""","""PERSON""","""ref123""","""ref456""","""ref789""","""2024-12-10T12:00:00Z""","""Payment for services""","""CC""","""ABC123456""","""John Doe""",123456789,"""123 Main St""","""john.doe@example.com""","""CC""","""987654321""","""Beneficiary Corp""","""C1234""","""NIT""","""NID98765432199""",1,"""PRIVADA""","""1244""","""11111111""","""123456789""","""NORMAL""","""PSE_DESARROLLO_PROPIO""","""Entity Name""","""retail""","""E1234""",true,false,"""North""","""Country""","""City""","""2023-07-26T12:00:00Z""","""2023-07-27T12:00:00Z""",true,false,false,true,false,true,false,,"""gateway123""",false,true,false,true,false,"""bank123""","""124""","""Service Name""","""Service Description""","""si""","""ACTIVO""","""Main""","""NIT987654321""","""Associate Name""","""CIIU1234""",true,"""123""","""Multi Credit Name""","""Multi Credit Description""","""SI""","""ACTIVO""","""Integration Type""","""Associated Gateway""","""Category Natural""","""Category Juridic""","""RECAUDOS""","""RECAUDOS""","""ACC123456789""","""AHORROS""","""Bank Name""","""NIT654321987""","""SI""","""ACTIVO""","""LINEA_ACH""",123,"""CC123""",""" """,true,true,false,"""Hold Info""",true,false,true,true,"""124""","""8888888""",100,100,"""DATA1""","""124""","""8888889""",101,100,"""DATA2""",entityUseGateway-enviarlo vacio
"""{{id}}""","""1244""","""67890""","""124""",100.50,19.05,987654321,"""http://example.com""","""PERSON""","""ref123""","""ref456""","""ref789""","""2024-12-10T12:00:00Z""","""Payment for services""","""CC""","""ABC123456""","""John Doe""",123456789,"""123 Main St""","""john.doe@example.com""","""CC""","""987654321""","""Beneficiary Corp""","""C1234""","""NIT""","""NID98765432199""",1,"""PRIVADA""","""1244""","""11111111""","""123456789""","""NORMAL""","""PSE_DESARROLLO_PROPIO""","""Entity Name""","""retail""","""E1234""",true,false,"""North""","""Country""","""City""","""2023-07-26T12:00:00Z""","""2023-07-27T12:00:00Z""",true,false,false,true,false,true,false,null,"""gateway123""",false,true,false,true,false,"""bank123""","""124""","""Service Name""","""Service Description""","""si""","""ACTIVO""","""Main""","""NIT987654321""","""Associate Name""","""CIIU1234""",true,"""123""","""Multi Credit Name""","""Multi Credit Description""","""SI""","""ACTIVO""","""Integration Type""","""Associated Gateway""","""Category Natural""","""Category Juridic""","""RECAUDOS""","""RECAUDOS""","""ACC123456789""","""AHORROS""","""Bank Name""","""NIT654321987""","""SI""","""ACTIVO""","""LINEA_ACH""",123,"""CC123""",""" """,true,true,false,"""Hold Info""",true,false,true,true,"""124""","""8888888""",100,100,"""DATA1""","""124""","""8888889""",101,100,"""DATA2""",entityUseGateway-enviar nulo
"""{{id}}""","""1244""","""67890""","""124""",100.50,19.05,987654321,"""http://example.com""","""PERSON""","""ref123""","""ref456""","""ref789""","""2024-12-10T12:00:00Z""","""Payment for services""","""CC""","""ABC123456""","""John Doe""",123456789,"""123 Main St""","""john.doe@example.com""","""CC""","""987654321""","""Beneficiary Corp""","""C1234""","""NIT""","""NID98765432199""",1,"""PRIVADA""","""1244""","""11111111""","""123456789""","""NORMAL""","""PSE_DESARROLLO_PROPIO""","""Entity Name""","""retail""","""E1234""",true,false,"""North""","""Country""","""City""","""2023-07-26T12:00:00Z""","""2023-07-27T12:00:00Z""",true,false,false,true,false,true,false,true,"""""",false,true,false,true,false,"""bank123""","""124""","""Service Name""","""Service Description""","""si""","""ACTIVO""","""Main""","""NIT987654321""","""Associate Name""","""CIIU1234""",true,"""123""","""Multi Credit Name""","""Multi Credit Description""","""SI""","""ACTIVO""","""Integration Type""","""Associated Gateway""","""Category Natural""","""Category Juridic""","""RECAUDOS""","""RECAUDOS""","""ACC123456789""","""AHORROS""","""Bank Name""","""NIT654321987""","""SI""","""ACTIVO""","""LINEA_ACH""",123,"""CC123""",""" """,true,true,false,"""Hold Info""",true,false,true,true,"""124""","""8888888""",100,100,"""DATA1""","""124""","""8888889""",101,100,"""DATA2""",associatedGateway-enviarlo vacio
"""{{id}}""","""1244""","""67890""","""124""",100.50,19.05,987654321,"""http://example.com""","""PERSON""","""ref123""","""ref456""","""ref789""","""2024-12-10T12:00:00Z""","""Payment for services""","""CC""","""ABC123456""","""John Doe""",123456789,"""123 Main St""","""john.doe@example.com""","""CC""","""987654321""","""Beneficiary Corp""","""C1234""","""NIT""","""NID98765432199""",1,"""PRIVADA""","""1244""","""11111111""","""123456789""","""NORMAL""","""PSE_DESARROLLO_PROPIO""","""Entity Name""","""retail""","""E1234""",true,false,"""North""","""Country""","""City""","""2023-07-26T12:00:00Z""","""2023-07-27T12:00:00Z""",true,false,false,true,false,true,false,true,null,false,true,false,true,false,"""bank123""","""124""","""Service Name""","""Service Description""","""si""","""ACTIVO""","""Main""","""NIT987654321""","""Associate Name""","""CIIU1234""",true,"""123""","""Multi Credit Name""","""Multi Credit Description""","""SI""","""ACTIVO""","""Integration Type""","""Associated Gateway""","""Category Natural""","""Category Juridic""","""RECAUDOS""","""RECAUDOS""","""ACC123456789""","""AHORROS""","""Bank Name""","""NIT654321987""","""SI""","""ACTIVO""","""LINEA_ACH""",123,"""CC123""",""" """,true,true,false,"""Hold Info""",true,false,true,true,"""124""","""8888888""",100,100,"""DATA1""","""124""","""8888889""",101,100,"""DATA2""",associatedGateway-enviar nulo
"""{{id}}""","""1244""","""67890""","""124""",100.50,19.05,987654321,"""http://example.com""","""PERSON""","""ref123""","""ref456""","""ref789""","""2024-12-10T12:00:00Z""","""Payment for services""","""CC""","""ABC123456""","""John Doe""",123456789,"""123 Main St""","""john.doe@example.com""","""CC""","""987654321""","""Beneficiary Corp""","""C1234""","""NIT""","""NID98765432199""",1,"""PRIVADA""","""1244""","""11111111""","""123456789""","""NORMAL""","""PSE_DESARROLLO_PROPIO""","""Entity Name""","""retail""","""E1234""",true,false,"""North""","""Country""","""City""","""2023-07-26T12:00:00Z""","""2023-07-27T12:00:00Z""",true,false,false,true,false,true,false,true,"""gateway123""",,true,false,true,false,"""bank123""","""124""","""Service Name""","""Service Description""","""si""","""ACTIVO""","""Main""","""NIT987654321""","""Associate Name""","""CIIU1234""",true,"""123""","""Multi Credit Name""","""Multi Credit Description""","""SI""","""ACTIVO""","""Integration Type""","""Associated Gateway""","""Category Natural""","""Category Juridic""","""RECAUDOS""","""RECAUDOS""","""ACC123456789""","""AHORROS""","""Bank Name""","""NIT654321987""","""SI""","""ACTIVO""","""LINEA_ACH""",123,"""CC123""",""" """,true,true,false,"""Hold Info""",true,false,true,true,"""124""","""8888888""",100,100,"""DATA1""","""124""","""8888889""",101,100,"""DATA2""",entitySocialSecurity-enviarlo vacio
"""{{id}}""","""1244""","""67890""","""124""",100.50,19.05,987654321,"""http://example.com""","""PERSON""","""ref123""","""ref456""","""ref789""","""2024-12-10T12:00:00Z""","""Payment for services""","""CC""","""ABC123456""","""John Doe""",123456789,"""123 Main St""","""john.doe@example.com""","""CC""","""987654321""","""Beneficiary Corp""","""C1234""","""NIT""","""NID98765432199""",1,"""PRIVADA""","""1244""","""11111111""","""123456789""","""NORMAL""","""PSE_DESARROLLO_PROPIO""","""Entity Name""","""retail""","""E1234""",true,false,"""North""","""Country""","""City""","""2023-07-26T12:00:00Z""","""2023-07-27T12:00:00Z""",true,false,false,true,false,true,false,true,"""gateway123""",null,true,false,true,false,"""bank123""","""124""","""Service Name""","""Service Description""","""si""","""ACTIVO""","""Main""","""NIT987654321""","""Associate Name""","""CIIU1234""",true,"""123""","""Multi Credit Name""","""Multi Credit Description""","""SI""","""ACTIVO""","""Integration Type""","""Associated Gateway""","""Category Natural""","""Category Juridic""","""RECAUDOS""","""RECAUDOS""","""ACC123456789""","""AHORROS""","""Bank Name""","""NIT654321987""","""SI""","""ACTIVO""","""LINEA_ACH""",123,"""CC123""",""" """,true,true,false,"""Hold Info""",true,false,true,true,"""124""","""8888888""",100,100,"""DATA1""","""124""","""8888889""",101,100,"""DATA2""",entitySocialSecurity-enviar nulo
"""{{id}}""","""1244""","""67890""","""124""",100.50,19.05,987654321,"""http://example.com""","""PERSON""","""ref123""","""ref456""","""ref789""","""2024-12-10T12:00:00Z""","""Payment for services""","""CC""","""ABC123456""","""John Doe""",123456789,"""123 Main St""","""john.doe@example.com""","""CC""","""987654321""","""Beneficiary Corp""","""C1234""","""NIT""","""NID98765432199""",1,"""PRIVADA""","""1244""","""11111111""","""123456789""","""NORMAL""","""PSE_DESARROLLO_PROPIO""","""Entity Name""","""retail""","""E1234""",true,false,"""North""","""Country""","""City""","""2023-07-26T12:00:00Z""","""2023-07-27T12:00:00Z""",true,false,false,true,false,true,false,true,"""gateway123""",false,,false,true,false,"""bank123""","""124""","""Service Name""","""Service Description""","""si""","""ACTIVO""","""Main""","""NIT987654321""","""Associate Name""","""CIIU1234""",true,"""123""","""Multi Credit Name""","""Multi Credit Description""","""SI""","""ACTIVO""","""Integration Type""","""Associated Gateway""","""Category Natural""","""Category Juridic""","""RECAUDOS""","""RECAUDOS""","""ACC123456789""","""AHORROS""","""Bank Name""","""NIT654321987""","""SI""","""ACTIVO""","""LINEA_ACH""",123,"""CC123""",""" """,true,true,false,"""Hold Info""",true,false,true,true,"""124""","""8888888""",100,100,"""DATA1""","""124""","""8888889""",101,100,"""DATA2""",administratorSocialSecurity-enviarlo vacio
"""{{id}}""","""1244""","""67890""","""124""",100.50,19.05,987654321,"""http://example.com""","""PERSON""","""ref123""","""ref456""","""ref789""","""2024-12-10T12:00:00Z""","""Payment for services""","""CC""","""ABC123456""","""John Doe""",123456789,"""123 Main St""","""john.doe@example.com""","""CC""","""987654321""","""Beneficiary Corp""","""C1234""","""NIT""","""NID98765432199""",1,"""PRIVADA""","""1244""","""11111111""","""123456789""","""NORMAL""","""PSE_DESARROLLO_PROPIO""","""Entity Name""","""retail""","""E1234""",true,false,"""North""","""Country""","""City""","""2023-07-26T12:00:00Z""","""2023-07-27T12:00:00Z""",true,false,false,true,false,true,false,true,"""gateway123""",false,null,false,true,false,"""bank123""","""124""","""Service Name""","""Service Description""","""si""","""ACTIVO""","""Main""","""NIT987654321""","""Associate Name""","""CIIU1234""",true,"""123""","""Multi Credit Name""","""Multi Credit Description""","""SI""","""ACTIVO""","""Integration Type""","""Associated Gateway""","""Category Natural""","""Category Juridic""","""RECAUDOS""","""RECAUDOS""","""ACC123456789""","""AHORROS""","""Bank Name""","""NIT654321987""","""SI""","""ACTIVO""","""LINEA_ACH""",123,"""CC123""",""" """,true,true,false,"""Hold Info""",true,false,true,true,"""124""","""8888888""",100,100,"""DATA1""","""124""","""8888889""",101,100,"""DATA2""",administratorSocialSecurity-enviar nulo
"""{{id}}""","""1244""","""67890""","""124""",100.50,19.05,987654321,"""http://example.com""","""PERSON""","""ref123""","""ref456""","""ref789""","""2024-12-10T12:00:00Z""","""Payment for services""","""CC""","""ABC123456""","""John Doe""",123456789,"""123 Main St""","""john.doe@example.com""","""CC""","""987654321""","""Beneficiary Corp""","""C1234""","""NIT""","""NID98765432199""",1,"""PRIVADA""","""1244""","""11111111""","""123456789""","""NORMAL""","""PSE_DESARROLLO_PROPIO""","""Entity Name""","""retail""","""E1234""",true,false,"""North""","""Country""","""City""","""2023-07-26T12:00:00Z""","""2023-07-27T12:00:00Z""",true,false,false,true,false,true,false,true,"""gateway123""",false,true,,true,false,"""bank123""","""124""","""Service Name""","""Service Description""","""si""","""ACTIVO""","""Main""","""NIT987654321""","""Associate Name""","""CIIU1234""",true,"""123""","""Multi Credit Name""","""Multi Credit Description""","""SI""","""ACTIVO""","""Integration Type""","""Associated Gateway""","""Category Natural""","""Category Juridic""","""RECAUDOS""","""RECAUDOS""","""ACC123456789""","""AHORROS""","""Bank Name""","""NIT654321987""","""SI""","""ACTIVO""","""LINEA_ACH""",123,"""CC123""",""" """,true,true,false,"""Hold Info""",true,false,true,true,"""124""","""8888888""",100,100,"""DATA1""","""124""","""8888889""",101,100,"""DATA2""",directSpins-enviarlo vacio
"""{{id}}""","""1244""","""67890""","""124""",100.50,19.05,987654321,"""http://example.com""","""PERSON""","""ref123""","""ref456""","""ref789""","""2024-12-10T12:00:00Z""","""Payment for services""","""CC""","""ABC123456""","""John Doe""",123456789,"""123 Main St""","""john.doe@example.com""","""CC""","""987654321""","""Beneficiary Corp""","""C1234""","""NIT""","""NID98765432199""",1,"""PRIVADA""","""1244""","""11111111""","""123456789""","""NORMAL""","""PSE_DESARROLLO_PROPIO""","""Entity Name""","""retail""","""E1234""",true,false,"""North""","""Country""","""City""","""2023-07-26T12:00:00Z""","""2023-07-27T12:00:00Z""",true,false,false,true,false,true,false,true,"""gateway123""",false,true,null,true,false,"""bank123""","""124""","""Service Name""","""Service Description""","""si""","""ACTIVO""","""Main""","""NIT987654321""","""Associate Name""","""CIIU1234""",true,"""123""","""Multi Credit Name""","""Multi Credit Description""","""SI""","""ACTIVO""","""Integration Type""","""Associated Gateway""","""Category Natural""","""Category Juridic""","""RECAUDOS""","""RECAUDOS""","""ACC123456789""","""AHORROS""","""Bank Name""","""NIT654321987""","""SI""","""ACTIVO""","""LINEA_ACH""",123,"""CC123""",""" """,true,true,false,"""Hold Info""",true,false,true,true,"""124""","""8888888""",100,100,"""DATA1""","""124""","""8888889""",101,100,"""DATA2""",directSpins-enviar nulo
"""{{id}}""","""1244""","""67890""","""124""",100.50,19.05,987654321,"""http://example.com""","""PERSON""","""ref123""","""ref456""","""ref789""","""2024-12-10T12:00:00Z""","""Payment for services""","""CC""","""ABC123456""","""John Doe""",123456789,"""123 Main St""","""john.doe@example.com""","""CC""","""987654321""","""Beneficiary Corp""","""C1234""","""NIT""","""NID98765432199""",1,"""PRIVADA""","""1244""","""11111111""","""123456789""","""NORMAL""","""PSE_DESARROLLO_PROPIO""","""Entity Name""","""retail""","""E1234""",true,false,"""North""","""Country""","""City""","""2023-07-26T12:00:00Z""","""2023-07-27T12:00:00Z""",true,false,false,true,false,true,false,true,"""gateway123""",false,true,false,,false,"""bank123""","""124""","""Service Name""","""Service Description""","""si""","""ACTIVO""","""Main""","""NIT987654321""","""Associate Name""","""CIIU1234""",true,"""123""","""Multi Credit Name""","""Multi Credit Description""","""SI""","""ACTIVO""","""Integration Type""","""Associated Gateway""","""Category Natural""","""Category Juridic""","""RECAUDOS""","""RECAUDOS""","""ACC123456789""","""AHORROS""","""Bank Name""","""NIT654321987""","""SI""","""ACTIVO""","""LINEA_ACH""",123,"""CC123""",""" """,true,true,false,"""Hold Info""",true,false,true,true,"""124""","""8888888""",100,100,"""DATA1""","""124""","""8888889""",101,100,"""DATA2""",changeTransactionState-enviarlo vacio
"""{{id}}""","""1244""","""67890""","""124""",100.50,19.05,987654321,"""http://example.com""","""PERSON""","""ref123""","""ref456""","""ref789""","""2024-12-10T12:00:00Z""","""Payment for services""","""CC""","""ABC123456""","""John Doe""",123456789,"""123 Main St""","""john.doe@example.com""","""CC""","""987654321""","""Beneficiary Corp""","""C1234""","""NIT""","""NID98765432199""",1,"""PRIVADA""","""1244""","""11111111""","""123456789""","""NORMAL""","""PSE_DESARROLLO_PROPIO""","""Entity Name""","""retail""","""E1234""",true,false,"""North""","""Country""","""City""","""2023-07-26T12:00:00Z""","""2023-07-27T12:00:00Z""",true,false,false,true,false,true,false,true,"""gateway123""",false,true,false,null,false,"""bank123""","""124""","""Service Name""","""Service Description""","""si""","""ACTIVO""","""Main""","""NIT987654321""","""Associate Name""","""CIIU1234""",true,"""123""","""Multi Credit Name""","""Multi Credit Description""","""SI""","""ACTIVO""","""Integration Type""","""Associated Gateway""","""Category Natural""","""Category Juridic""","""RECAUDOS""","""RECAUDOS""","""ACC123456789""","""AHORROS""","""Bank Name""","""NIT654321987""","""SI""","""ACTIVO""","""LINEA_ACH""",123,"""CC123""",""" """,true,true,false,"""Hold Info""",true,false,true,true,"""124""","""8888888""",100,100,"""DATA1""","""124""","""8888889""",101,100,"""DATA2""",changeTransactionState-enviar nulo
"""{{id}}""","""1244""","""67890""","""124""",100.50,19.05,987654321,"""http://example.com""","""PERSON""","""ref123""","""ref456""","""ref789""","""2024-12-10T12:00:00Z""","""Payment for services""","""CC""","""ABC123456""","""John Doe""",123456789,"""123 Main St""","""john.doe@example.com""","""CC""","""987654321""","""Beneficiary Corp""","""C1234""","""NIT""","""NID98765432199""",1,"""PRIVADA""","""1244""","""11111111""","""123456789""","""NORMAL""","""PSE_DESARROLLO_PROPIO""","""Entity Name""","""retail""","""E1234""",true,false,"""North""","""Country""","""City""","""2023-07-26T12:00:00Z""","""2023-07-27T12:00:00Z""",true,false,false,true,false,true,false,true,"""gateway123""",false,true,false,true,,"""bank123""","""124""","""Service Name""","""Service Description""","""si""","""ACTIVO""","""Main""","""NIT987654321""","""Associate Name""","""CIIU1234""",true,"""123""","""Multi Credit Name""","""Multi Credit Description""","""SI""","""ACTIVO""","""Integration Type""","""Associated Gateway""","""Category Natural""","""Category Juridic""","""RECAUDOS""","""RECAUDOS""","""ACC123456789""","""AHORROS""","""Bank Name""","""NIT654321987""","""SI""","""ACTIVO""","""LINEA_ACH""",123,"""CC123""",""" """,true,true,false,"""Hold Info""",true,false,true,true,"""124""","""8888888""",100,100,"""DATA1""","""124""","""8888889""",101,100,"""DATA2""",entitySusceptibleReversal-enviarlo vacio
"""{{id}}""","""1244""","""67890""","""124""",100.50,19.05,987654321,"""http://example.com""","""PERSON""","""ref123""","""ref456""","""ref789""","""2024-12-10T12:00:00Z""","""Payment for services""","""CC""","""ABC123456""","""John Doe""",123456789,"""123 Main St""","""john.doe@example.com""","""CC""","""987654321""","""Beneficiary Corp""","""C1234""","""NIT""","""NID98765432199""",1,"""PRIVADA""","""1244""","""11111111""","""123456789""","""NORMAL""","""PSE_DESARROLLO_PROPIO""","""Entity Name""","""retail""","""E1234""",true,false,"""North""","""Country""","""City""","""2023-07-26T12:00:00Z""","""2023-07-27T12:00:00Z""",true,false,false,true,false,true,false,true,"""gateway123""",false,true,false,true,null,"""bank123""","""124""","""Service Name""","""Service Description""","""si""","""ACTIVO""","""Main""","""NIT987654321""","""Associate Name""","""CIIU1234""",true,"""123""","""Multi Credit Name""","""Multi Credit Description""","""SI""","""ACTIVO""","""Integration Type""","""Associated Gateway""","""Category Natural""","""Category Juridic""","""RECAUDOS""","""RECAUDOS""","""ACC123456789""","""AHORROS""","""Bank Name""","""NIT654321987""","""SI""","""ACTIVO""","""LINEA_ACH""",123,"""CC123""",""" """,true,true,false,"""Hold Info""",true,false,true,true,"""124""","""8888888""",100,100,"""DATA1""","""124""","""8888889""",101,100,"""DATA2""",entitySusceptibleReversal-enviar nulo
"""{{id}}""","""1244""","""67890""","""124""",100.50,19.05,987654321,"""http://example.com""","""PERSON""","""ref123""","""ref456""","""ref789""","""2024-12-10T12:00:00Z""","""Payment for services""","""CC""","""ABC123456""","""John Doe""",123456789,"""123 Main St""","""john.doe@example.com""","""CC""","""987654321""","""Beneficiary Corp""","""C1234""","""NIT""","""NID98765432199""",1,"""PRIVADA""","""1244""","""11111111""","""123456789""","""NORMAL""","""PSE_DESARROLLO_PROPIO""","""Entity Name""","""retail""","""E1234""",true,false,"""North""","""Country""","""City""","""2023-07-26T12:00:00Z""","""2023-07-27T12:00:00Z""",true,false,false,true,false,true,false,true,"""gateway123""",false,true,false,true,false,"""""","""124""","""Service Name""","""Service Description""","""si""","""ACTIVO""","""Main""","""NIT987654321""","""Associate Name""","""CIIU1234""",true,"""123""","""Multi Credit Name""","""Multi Credit Description""","""SI""","""ACTIVO""","""Integration Type""","""Associated Gateway""","""Category Natural""","""Category Juridic""","""RECAUDOS""","""RECAUDOS""","""ACC123456789""","""AHORROS""","""Bank Name""","""NIT654321987""","""SI""","""ACTIVO""","""LINEA_ACH""",123,"""CC123""",""" """,true,true,false,"""Hold Info""",true,false,true,true,"""124""","""8888888""",100,100,"""DATA1""","""124""","""8888889""",101,100,"""DATA2""",entityListBank-enviarlo vacio
"""{{id}}""","""1244""","""67890""","""124""",100.50,19.05,987654321,"""http://example.com""","""PERSON""","""ref123""","""ref456""","""ref789""","""2024-12-10T12:00:00Z""","""Payment for services""","""CC""","""ABC123456""","""John Doe""",123456789,"""123 Main St""","""john.doe@example.com""","""CC""","""987654321""","""Beneficiary Corp""","""C1234""","""NIT""","""NID98765432199""",1,"""PRIVADA""","""1244""","""11111111""","""123456789""","""NORMAL""","""PSE_DESARROLLO_PROPIO""","""Entity Name""","""retail""","""E1234""",true,false,"""North""","""Country""","""City""","""2023-07-26T12:00:00Z""","""2023-07-27T12:00:00Z""",true,false,false,true,false,true,false,true,"""gateway123""",false,true,false,true,false,null,"""124""","""Service Name""","""Service Description""","""si""","""ACTIVO""","""Main""","""NIT987654321""","""Associate Name""","""CIIU1234""",true,"""123""","""Multi Credit Name""","""Multi Credit Description""","""SI""","""ACTIVO""","""Integration Type""","""Associated Gateway""","""Category Natural""","""Category Juridic""","""RECAUDOS""","""RECAUDOS""","""ACC123456789""","""AHORROS""","""Bank Name""","""NIT654321987""","""SI""","""ACTIVO""","""LINEA_ACH""",123,"""CC123""",""" """,true,true,false,"""Hold Info""",true,false,true,true,"""124""","""8888888""",100,100,"""DATA1""","""124""","""8888889""",101,100,"""DATA2""",entityListBank-enviar nulo
